x,y,cluster
-1.568636,0.487372,0
-1.511077,0.390513,0
-1.522419,0.381077,0
-1.561000,0.498543,0
-1.616828,0.522495,0
-1.603934,0.593486,0
-1.680406,0.700542,0
-1.783311,0.793624,0
-1.919887,0.760286,0
-1.986580,0.746233,0
-1.849413,0.571432,0
-1.520659,0.498260,0
-1.272937,0.475601,0
-1.332907,0.567862,0
-1.510001,0.581406,0
-1.724222,0.529862,0
-1.865008,0.454631,0
-1.920822,0.374279,0
-1.914969,0.378272,0
-1.851486,0.428875,0
-1.745120,0.532929,0
-1.628361,0.546682,0
-1.511892,0.584699,0
-1.491512,0.622221,0
-1.564870,0.619110,0
-1.713589,0.608826,0
-1.815015,0.493587,0
-1.841311,0.441134,0
-1.866208,0.415170,0
-1.940102,0.444175,0
-1.953738,0.474347,0
-1.890797,0.425037,0
-1.801877,0.433116,0
-1.780878,0.502772,0
-1.882321,0.633138,0
-1.906272,0.716425,0
-1.833281,0.647396,0
-1.814366,0.501606,0
-1.843679,0.373911,0
-1.835822,0.341333,0
-1.735031,0.287652,0
-1.551266,0.179060,0
-1.152371,-0.056730,0
-0.728512,-0.226304,2
-0.434988,-0.112650,2
-0.613730,0.099036,2
-1.103115,0.255777,0
-1.552330,0.359878,0
-1.683953,0.449488,0
-1.631737,0.505559,0
-1.674923,0.508810,0
-1.774700,0.457160,0
-1.795203,0.396821,0
-1.712493,0.425536,0
-1.748037,0.532059,0
-1.962663,0.645808,0
-2.117308,0.660423,0
-2.152518,0.654659,0
-2.129487,0.577290,0
-2.053072,0.480821,0
-1.972419,0.509869,0
-1.921585,0.571940,0
-1.907116,0.589986,0
-1.886464,0.488097,0
-1.820714,0.386645,0
-1.787701,0.384682,0
-1.851413,0.463956,0
-1.955722,0.535460,0
-1.961034,0.533012,0
-1.858444,0.492249,0
-1.722737,0.466316,0
-1.590083,0.513037,0
-1.528852,0.624581,0
-1.547676,0.790652,0
-1.653492,0.938103,0
-1.816580,0.995639,0
-1.962863,0.929719,0
-2.052460,0.739694,0
-2.032254,0.547739,0
-1.921752,0.440983,0
-1.841179,0.455047,0
-1.871073,0.579699,0
-1.904202,0.668239,0
-1.878560,0.671639,0
-1.808572,0.579595,0
-1.815829,0.468727,0
-1.829099,0.438203,0
-1.737698,0.454069,0
-1.637985,0.517829,0
-1.592202,0.532626,0
-1.653509,0.587249,0
-1.813606,0.715091,0
-1.979715,0.719981,0
-1.912331,0.623831,0
-1.629489,0.522517,0
-1.380006,0.586412,0
-1.272827,0.758698,0
-1.479814,0.859276,0
-1.747475,0.961519,0
-1.845337,0.959203,0
-1.811913,0.854599,0
-1.649449,0.707967,0
-1.516531,0.602457,0
-1.525806,0.707823,0
-1.576552,0.730298,0
-1.610730,0.681903,0
-1.602511,0.652948,0
-1.566981,0.630123,0
-1.548106,0.702867,0
-1.470719,0.671659,0
-1.455691,0.653909,0
-1.487863,0.587757,0
-1.519562,0.500848,0
-1.565160,0.495061,0
-1.594241,0.581471,0
-1.611398,0.629233,0
-1.624941,0.645870,0
-1.500778,0.560224,0
-1.373784,0.466242,0
-1.353307,0.400941,0
-1.528796,0.452727,0
-1.719367,0.545613,0
-1.796717,0.631043,0
-1.816451,0.594999,0
-1.761711,0.465610,0
-1.719461,0.365903,0
-1.734479,0.433738,0
-1.818500,0.492043,0
-1.886738,0.395177,0
-1.877361,0.217292,0
-1.884883,0.172525,0
-1.981334,0.244365,0
-1.996581,0.260705,0
-2.018593,0.199199,0
-2.024771,0.155231,0
-2.061102,0.182073,0
-2.045982,0.247574,0
-1.926564,0.248554,0
-1.869023,0.248509,0
-1.891097,0.245279,0
-1.939109,0.299705,0
-2.010120,0.330496,0
-2.008111,0.368466,0
-1.993638,0.448739,0
-1.905697,0.362420,0
-1.876018,0.231364,0
-1.874094,0.201688,0
-1.964988,0.336097,0
-1.980153,0.484493,0
-1.995163,0.486576,0
-1.838256,0.378285,0
-1.710980,0.333676,0
-1.671440,0.327241,0
-1.764999,0.237215,0
-1.875448,0.077820,0
-1.817479,-0.082575,0
-1.731617,-0.073065,0
-1.684340,0.019577,0
-1.757215,0.155347,0
-1.849863,0.259093,0
-1.986477,0.326188,0
-2.096228,0.292345,0
-2.070198,0.194114,0
-1.946825,0.067276,0
-1.899138,0.091785,0
-1.961656,0.151669,0
-1.971743,0.215555,0
-1.885808,0.161393,0
-1.857260,0.212070,0
-1.895089,0.270879,0
-1.883120,0.358565,0
-1.830318,0.259625,0
-1.833308,0.221723,0
-1.824586,0.097630,0
-1.818388,0.164099,0
-1.795685,0.071186,0
-1.874749,0.159934,0
-1.873030,0.180061,0
-1.761983,0.264133,0
-1.636473,0.266223,0
-1.623396,0.220348,0
-1.724500,0.229355,0
-1.805975,0.183553,0
-1.828305,0.129211,0
-1.866747,0.136378,0
-1.908481,0.164015,0
-1.951113,0.355622,0
-1.886270,0.410845,0
-1.851153,0.566677,0
-1.791940,0.484239,0
-1.787363,0.406559,0
-1.833321,0.090434,0
-1.979374,-0.115978,0
-2.204213,-0.194284,0
-2.312703,-0.160993,0
-2.210773,-0.221061,0
-1.970509,-0.295652,0
-1.866116,-0.305048,0
-1.848173,-0.151240,0
-1.909241,0.030526,0
-1.926149,0.185974,0
-1.885799,0.139005,0
-1.875655,0.129787,0
-1.803415,0.168595,0
-1.828914,0.246646,0
-1.850565,0.256897,0
-2.089613,0.239231,0
-2.234310,0.288372,0
-2.314863,0.280865,0
-2.208676,0.290243,0
-2.035751,0.203574,0
-1.889674,0.203389,0
-1.759419,0.172098,0
-1.670660,0.168278,0
-1.684150,0.180360,0
-1.745076,0.268588,0
-1.816720,0.446817,0
-1.806325,0.419312,0
-1.761340,0.397217,0
-1.805578,0.302857,0
-1.860272,0.394282,0
-1.787695,0.364811,0
-1.655978,0.173208,0
-1.438750,-0.179514,0
-1.401034,-0.262994,0
-1.571164,-0.158059,0
-1.853874,0.023029,0
-2.020232,0.062516,0
-1.965785,0.102623,0
-1.781453,0.136056,0
-1.603757,0.085180,0
-1.538788,-0.039542,0
-1.503300,-0.028508,0
-1.511390,-0.066733,0
-1.522040,0.034680,0
-1.559812,0.006581,0
-1.690896,0.151561,0
-1.691813,0.110475,0
-1.729324,0.169482,0
-1.642388,0.217306,0
-1.679169,0.327826,0
-1.786514,0.205511,0
-1.857518,-0.060587,0
-1.802603,-0.166953,0
-1.696849,-0.066021,0
-1.637327,0.092753,0
-1.700610,0.218151,0
-1.713597,0.157241,0
-1.718218,0.192836,0
-1.625035,0.116721,0
-1.578576,0.197513,0
-1.527364,0.208695,0
-1.474442,0.246713,0
-1.506309,0.263539,0
-1.625132,0.184316,0
-1.719151,0.189810,0
-1.745665,0.143249,0
-1.715336,0.158120,0
-1.765076,0.137567,0
-1.682273,0.159649,0
-1.620084,0.188334,0
-1.525816,0.212137,0
-1.514024,0.225833,0
-1.452016,0.125429,0
-1.376709,0.029506,0
-1.434458,0.114940,0
-1.521986,0.222597,0
-1.624999,0.443657,0
-1.616695,0.280112,0
-1.722008,0.380131,0
-1.758497,0.364840,0
-1.748096,0.398479,0
-1.575701,0.169436,0
-1.460137,-0.010468,0
-1.319475,-0.042199,0
-1.466296,0.057005,0
-1.623574,0.047258,0
-1.773673,0.191720,0
-1.709097,0.223431,0
-1.699947,0.333142,0
-1.648236,0.351420,0
-1.642349,0.312974,0
-1.611306,0.377647,0
-1.653892,0.334956,0
-1.603153,0.309403,0
-1.514386,0.145241,0
-1.481048,0.020210,0
-1.538706,0.067916,0
-1.592318,0.117241,0
-1.541921,0.235133,0
-1.357658,0.115977,0
-1.190670,0.076794,0
-1.112931,0.006623,0
-1.282975,0.079171,0
-1.519087,0.103436,0
-1.608130,0.131114,0
-1.635099,0.191247,0
-1.594264,0.299280,0
-1.541179,0.391783,0
-1.449995,0.340581,0
-1.461016,0.203371,0
-1.587810,0.047958,0
-1.713064,0.104676,0
-1.738792,0.084697,0
-1.771219,-0.039016,0
-1.778758,-0.117719,0
-1.704356,-0.032055,0
-1.608892,0.158122,0
-1.541363,0.149195,0
-1.563681,0.011712,0
-1.583753,-0.085423,0
-1.677160,-0.076339,0
-1.764811,0.094114,0
-1.791934,0.110212,0
-1.714621,0.075134,0
-1.579999,-0.075748,0
-1.690783,0.022846,0
-1.738498,0.129692,0
-1.671544,0.293026,0
-1.390378,0.259045,0
-1.110074,0.143712,0
-1.044706,-0.007811,0
-1.049687,-0.131037,0
-1.174930,-0.066937,0
-1.262927,0.060571,0
-1.387122,0.312600,0
-1.471052,0.256431,0
-1.568114,0.171888,0
-1.599066,-0.003017,0
-1.586482,0.012295,0
-1.588517,-0.028399,0
-1.642435,-0.064578,0
-1.709976,-0.054920,0
-1.749749,0.035104,0
-1.666691,0.054081,0
-1.520631,0.045016,0
-1.508948,0.098233,0
-1.489197,0.192530,0
-1.589243,0.166067,0
-1.591612,0.124264,0
-1.698753,0.147314,0
-1.836959,0.324923,0
-2.005097,0.328877,0
-1.969885,0.171347,0
-1.873384,-0.015410,0
-1.736703,-0.148184,0
-1.723922,-0.005135,0
-1.738064,0.110852,0
-1.640450,0.135709,0
-1.525185,0.026990,0
-1.385496,-0.062465,0
-1.387322,-0.030070,0
-1.406302,-0.013547,0
-1.327596,-0.022957,0
-1.317821,0.061327,0
-1.366541,0.136409,0
-1.410783,0.106202,0
-1.491704,-0.051429,0
-1.527447,-0.200936,0
-1.587873,-0.073676,0
-1.598401,0.033192,0
-1.540671,0.077996,0
-1.414281,-0.075987,0
-1.367601,-0.107706,0
-1.409068,0.012188,0
-1.488328,0.126792,0
-1.535377,0.055096,0
-1.553673,-0.029427,0
-1.590472,0.006987,0
-1.578157,0.078655,0
-1.540259,0.105124,0
-1.531062,0.087775,0
-1.561616,0.124288,0
-1.557324,0.128225,0
-1.470050,0.065882,0
-1.300098,0.017535,0
-1.149241,-0.042257,0
-1.168104,-0.046885,0
-1.338429,0.025615,0
-1.478914,0.144539,0
-1.485876,0.170434,0
-1.420680,0.087303,0
-1.313998,-0.062336,0
-1.338290,-0.055791,0
-1.460803,-0.026483,0
-1.645296,0.017056,0
-1.659823,0.003768,0
-1.612625,-0.017046,0
-1.618631,-0.053078,0
-1.682985,-0.129833,0
-1.779338,-0.113020,0
-1.813962,-0.076471,0
-1.866319,-0.034434,0
-1.761479,-0.076870,0
-1.705340,-0.052790,0
-1.721836,0.000481,0
-1.665227,0.012676,0
-1.529179,0.045019,0
-1.344159,0.063561,0
-1.315698,0.094581,0
-1.266214,0.032110,0
-1.215825,-0.090030,0
-1.179442,-0.131579,0
-1.216307,-0.104485,0
-1.302017,0.008976,0
-1.395895,0.073460,0
-1.481145,0.146748,0
-1.459243,0.157000,0
-1.415840,0.100081,0
-1.425862,0.040602,0
-1.469157,0.113512,0
-1.616418,0.175742,0
-1.669356,0.148858,0
-1.638376,-0.014135,0
-1.578487,-0.068185,0
-1.507894,-0.045719,0
-1.463349,-0.063269,0
-1.491620,-0.114372,0
-1.427929,-0.182149,0
-1.050522,-0.215521,0
-0.757388,-0.145046,2
-0.656848,-0.056882,2
-0.771248,0.057475,0
-1.189196,0.074830,0
-1.421880,0.153085,0
-1.439876,0.255726,0
-1.436727,0.270061,0
-1.474521,0.188963,0
-1.531858,0.118214,0
-1.520598,0.123378,0
-1.491741,0.094309,0
-1.535130,-0.014568,0
-1.605875,-0.071941,0
-1.660171,0.036880,0
-1.685429,0.264210,0
-1.686378,0.453275,0
-1.652985,0.478787,0
-1.588467,0.432803,0
-1.548704,0.400943,0
-1.528523,0.402266,0
-1.504691,0.351544,0
-1.583881,0.245487,0
-1.727337,0.122389,0
-1.810756,0.156633,0
-1.701424,0.260484,0
-1.515189,0.307517,0
-1.359018,0.246072,0
-1.260895,0.161977,0
-1.259748,0.146083,0
-1.278071,0.108003,0
-1.258464,0.044349,0
-1.287184,0.003563,0
-1.371861,0.031137,0
-1.478647,0.139197,0
-1.590306,0.259274,0
-1.648482,0.227386,0
-1.671084,0.072717,0
-1.607171,-0.037066,0
-1.502327,-0.038305,0
-1.436486,0.009940,0
-1.442456,0.049512,0
-1.542838,0.097077,0
-1.644707,0.154907,0
-1.676050,0.163526,0
-1.637278,0.185053,0
-1.552922,0.264230,0
-1.467192,0.271698,0
-1.386150,0.169775,0
-1.352881,0.087248,0
-1.435755,0.059116,0
-1.504803,0.123801,0
-1.523279,0.172051,0
-1.466998,0.216470,0
-1.324550,0.219882,0
-1.287003,0.177410,0
-1.299037,0.154416,0
-1.346183,0.205903,0
-1.320007,0.261136,0
-1.244328,0.254565,0
-1.230967,0.235083,0
-1.308388,0.210428,0
-1.435199,0.205836,0
-1.460674,0.151691,0
-1.353660,0.131585,0
-1.284701,0.172433,0
-1.383829,0.307139,0
-1.482128,0.363918,0
-1.509801,0.359564,0
-1.470049,0.256867,0
-1.430912,0.110007,0
-1.431616,0.031089,0
-1.414102,-0.003312,0
-1.218456,-0.034323,0
-1.001121,-0.104911,0
-0.846921,-0.158904,2
-0.802104,-0.060956,2
-0.961605,0.048114,0
-1.190284,0.103347,0
-1.286916,0.071429,0
-1.305942,-0.028106,0
-1.275271,-0.058823,0
-1.255576,-0.080633,0
-1.281198,0.018298,0
-1.299944,0.073556,0
-1.306630,0.073449,0
-1.351232,0.037413,0
-1.430890,0.029862,0
-1.508910,0.184171,0
-1.540097,0.320672,0
-1.508735,0.325676,0
-1.430736,0.173669,0
-1.281965,-0.032199,0
-1.160782,-0.123903,0
-1.027320,-0.157688,0
-0.875316,-0.138637,2
-0.878844,-0.102361,0
-1.093766,-0.116577,0
-1.381984,-0.128418,0
-1.460362,-0.122260,0
-1.383190,-0.150054,0
-1.311542,-0.144240,0
-1.371739,-0.161936,0
-1.409518,-0.114511,0
-1.406471,-0.069235,0
-1.354044,-0.063067,0
-1.349586,-0.102408,0
-1.397638,-0.169985,0
-1.423006,-0.252714,0
-1.357564,-0.181169,0
-1.231829,-0.021885,0
-1.163779,0.003323,0
-1.104539,-0.075246,0
-1.083761,-0.246681,0
-0.994128,-0.334464,2
-0.878936,-0.465563,2
-0.766588,-0.588322,2
-0.793435,-0.544830,2
-0.903995,-0.375952,2
-0.942125,-0.214579,0
-0.954611,-0.206528,0
-0.988381,-0.187903,0
-1.027500,-0.218966,0
-1.165149,-0.090319,0
-1.318816,-0.042798,0
-1.510386,0.061493,0
-1.496790,-0.046676,0
-1.414072,-0.164387,0
-1.319873,-0.255820,0
-1.342941,-0.196387,0
-1.364776,-0.046796,0
-1.280223,0.019674,0
-1.259961,0.212549,0
-1.311398,0.270568,0
-1.381858,0.323071,0
-1.357331,0.289874,0
-1.360350,0.269578,0
-1.422600,0.236284,0
-1.428017,0.088929,0
-1.429433,0.044316,0
-1.459950,0.096083,0
-1.679593,0.137549,0
-1.806919,0.098041,0
-1.812799,0.071870,0
-1.732407,0.082674,0
-1.598111,-0.013161,0
-1.440793,-0.175831,0
-1.256181,-0.246189,0
-1.185737,-0.179480,0
-1.235605,-0.125173,0
-1.290156,-0.136639,0
-1.298578,-0.160749,0
-1.243878,-0.113303,0
-1.148201,-0.034769,0
-1.124395,-0.008810,0
-1.149073,0.010271,0
-1.192537,0.010845,0
-1.252049,0.213922,0
-1.319960,0.202014,0
-1.421331,0.092122,0
-1.463009,-0.044866,0
-1.451834,-0.000757,0
-1.494003,0.136230,0
-1.518730,0.188225,0
-1.585914,0.162191,0
-1.506522,0.130643,0
-1.456719,-0.016606,0
-1.396354,-0.075461,0
-1.348858,-0.081777,0
-1.364257,-0.030597,0
-1.356132,-0.003495,0
-1.411433,-0.005929,0
-1.492756,0.062718,0
-1.463703,0.017162,0
-1.431276,0.058671,0
-1.362716,0.025217,0
-1.419225,-0.003409,0
-1.472466,0.010367,0
-1.510347,0.046846,0
-1.556553,0.087688,0
-1.590088,0.057341,0
-1.551955,0.055390,0
-1.501347,0.066929,0
-1.452618,0.212777,0
-1.386756,0.095716,0
-1.387013,0.125629,0
-1.345466,-0.116793,0
-1.374902,-0.090044,0
-1.292972,-0.198063,0
-1.242482,-0.107644,0
-1.208881,-0.064566,0
-1.246202,0.033379,0
-1.247359,-0.091622,0
-1.276835,-0.225940,0
-1.317337,-0.231243,0
-1.413735,-0.156554,0
-1.440497,-0.062970,0
-1.482472,-0.007197,0
-1.493874,0.039852,0
-1.529922,0.092038,0
-1.526228,0.059300,0
-1.545200,0.004954,0
-1.437229,-0.086448,0
-1.361983,-0.101474,0
-1.436714,-0.068938,0
-1.493039,-0.008066,0
-1.523953,-0.002109,0
-1.374115,-0.085428,0
-1.396626,-0.072231,0
-1.457315,-0.021781,0
-1.501269,0.127135,0
-1.446001,0.021396,0
-1.406640,0.049231,0
-1.373760,0.017749,0
-1.404906,0.126668,0
-1.393708,0.015082,0
-1.339882,-0.076219,0
-1.267107,-0.182308,0
-1.205940,-0.200726,0
-1.106791,-0.174958,0
-1.130288,-0.158256,0
-1.202891,-0.066477,0
-1.297883,0.006193,0
-1.309676,0.213612,0
-1.237219,0.185072,0
-1.264387,0.174364,0
-1.312685,0.033888,0
-1.168976,-0.038217,0
-0.920664,-0.006324,0
-0.867874,0.262543,0
-0.978069,0.366357,0
-1.244286,0.437702,0
-1.365345,0.378410,0
-1.530898,0.444851,0
-1.588061,0.397757,0
-1.650891,0.330819,0
-1.758602,0.290566,0
-1.780617,0.376838,0
-1.691248,0.453670,0
-1.467721,0.508154,0
-1.413419,0.599647,0
-1.366266,0.456895,0
-1.511576,0.328230,0
-1.282163,0.069960,0
-0.934584,-0.017523,0
-0.486084,0.088750,2
-0.533348,0.190212,2
-0.944004,0.414245,0
-1.298668,0.549243,0
-1.424193,0.394278,0
-1.511621,0.251006,0
-1.516356,0.177680,0
-1.669039,0.256930,0
-1.726849,0.252446,0
-1.766431,0.272616,0
-1.737054,0.358856,0
-1.664517,0.436636,0
-1.645429,0.414510,0
-1.715269,0.434233,0
-1.693500,0.349845,0
-1.773395,0.379711,0
-1.696832,0.396303,0
-1.679302,0.501368,0
-1.613537,0.354950,0
-1.598662,0.351605,0
-1.604931,0.383433,0
-1.652191,0.549537,0
-1.702337,0.511635,0
-1.769258,0.405522,0
-1.747176,0.353556,0
-1.664850,0.368735,0
-1.628568,0.462309,0
-1.641957,0.413869,0
-1.691255,0.414632,0
-1.686077,0.332016,0
-1.659956,0.262924,0
-1.626938,0.241745,0
-1.649838,0.246047,0
-1.683634,0.489268,0
-1.749327,0.588919,0
-1.809364,0.631931,0
-1.794194,0.481688,0
-1.757477,0.362945,0
-1.683773,0.242066,0
-1.609711,0.191940,0
-1.508259,0.181007,0
-1.485640,0.191486,0
-1.561838,0.234742,0
-1.699265,0.163175,0
-1.682964,0.169326,0
-1.624533,0.226379,0
-1.485648,0.293497,0
-1.411245,0.313760,0
-1.414068,0.223847,0
-1.430054,0.217022,0
-1.550686,0.214758,0
-1.668746,0.202983,0
-1.793772,0.287702,0
-1.838936,0.333424,0
-1.717269,0.291540,0
-1.642801,0.180676,0
-1.620487,0.131077,0
-1.629716,0.250149,0
-1.602926,0.315706,0
-1.593887,0.380408,0
-1.502444,0.259546,0
-1.423136,0.199875,0
-1.344389,0.188166,0
-1.392637,0.276681,0
-1.488428,0.391066,0
-1.536093,0.414768,0
-1.553041,0.514317,0
-1.654451,0.530439,0
-1.710363,0.521234,0
-1.672061,0.424261,0
-1.527238,0.362938,0
-1.500788,0.341916,0
-1.575731,0.343539,0
-1.601421,0.294910,0
-1.554400,0.188297,0
-1.443568,0.157843,0
-1.435519,0.090298,0
-1.478035,0.163233,0
-1.450718,0.144756,0
-1.381218,0.253902,0
-1.330525,0.246436,0
-1.378563,0.261703,0
-1.424491,0.287815,0
-1.475357,0.440511,0
-1.513100,0.575805,0
-1.513514,0.538869,0
-1.410711,0.371480,0
-1.389715,0.395698,0
-1.426784,0.473235,0
-1.522977,0.564030,0
-1.561600,0.445172,0
-1.593246,0.393620,0
-1.572238,0.459091,0
-1.501439,0.552798,0
-1.455347,0.633015,0
-1.545469,0.540769,0
-1.741751,0.439976,0
-1.831153,0.312090,0
-1.753327,0.261109,0
-1.609580,0.287657,0
-1.499941,0.211032,0
-1.470475,0.238111,0
-1.485112,0.319550,0
-1.483715,0.389422,0
-1.412303,0.244044,0
-1.317830,0.041555,0
-1.214712,-0.054971,0
-1.174410,0.009419,0
-1.271104,0.140873,0
-1.439556,0.235768,0
-1.590649,0.353992,0
-1.581783,0.305722,0
-1.521490,0.167667,0
-1.478212,0.119853,0
-1.493228,0.229311,0
-1.547954,0.392215,0
-1.556633,0.410466,0
-1.531914,0.400677,0
-1.517604,0.473203,0
-1.477973,0.471226,0
-1.440126,0.369415,0
-1.406332,0.242860,0
-1.453300,0.255645,0
-1.462885,0.282128,0
-1.419953,0.274753,0
-1.350991,0.184871,0
-1.299574,0.134351,0
-1.319819,0.189445,0
-1.328767,0.291444,0
-1.392251,0.355313,0
-1.483605,0.243157,0
-1.549168,0.160651,0
-1.557171,0.154777,0
-1.582842,0.236522,0
-1.699350,0.361563,0
-1.803591,0.542159,0
-1.783563,0.659351,0
-1.597181,0.685937,0
-1.390754,0.583656,0
-1.270340,0.429246,0
-1.279882,0.287293,0
-1.413043,0.249331,0
-1.529694,0.293347,0
-1.542685,0.341188,0
-1.502154,0.408302,0
-1.533644,0.519746,0
-1.625651,0.559345,0
-1.627153,0.465163,0
-1.503768,0.355170,0
-1.414530,0.300865,0
-1.421399,0.191273,0
-1.453095,0.068606,0
-1.486180,0.028057,0
-1.472620,0.092104,0
-1.500981,0.186731,0
-1.589730,0.244802,0
-1.655919,0.331909,0
-1.633114,0.372534,0
-1.563308,0.283992,0
-1.498768,0.083303,0
-1.403811,-0.086913,0
-1.345669,-0.032689,0
-1.307926,0.109192,0
-1.256127,0.183828,0
-1.217112,0.205093,0
-1.259435,0.243073,0
-1.383887,0.332658,0
-1.434784,0.375815,0
-1.420457,0.448539,0
-1.451576,0.477279,0
-1.534114,0.375191,0
-1.646698,0.333937,0
-1.666275,0.341152,0
-1.488831,0.302148,0
-1.284150,0.192164,0
-1.201394,0.079070,0
-1.252773,0.042305,0
-1.319326,0.054275,0
-1.345156,0.138317,0
-1.344200,0.238831,0
-1.353334,0.300711,0
-1.334468,0.221913,0
-1.332180,0.102580,0
-1.356248,0.039984,0
-1.355341,0.000682,0
-1.315994,0.064533,0
-1.287797,0.066230,0
-1.379457,0.108085,0
-1.512857,0.148294,0
-1.522264,0.113303,0
-1.408351,0.043837,0
-1.322058,-0.010605,0
-1.321261,0.002576,0
-1.372715,0.054956,0
-1.417326,0.041017,0
-1.514750,0.041988,0
-1.577243,0.079582,0
-1.567182,0.119641,0
-1.516165,0.156304,0
-1.450581,0.094052,0
-1.360655,0.017964,0
-1.193398,0.009834,0
-1.151835,-0.008365,0
-1.246974,-0.019584,0
-1.286659,-0.046498,0
-1.258986,-0.029839,0
-1.248465,0.022807,0
-1.307224,0.085067,0
-1.344945,0.092753,0
-1.303158,0.065082,0
-1.258616,0.031588,0
-1.270436,0.026799,0
-1.265907,0.031621,0
-1.283883,0.066946,0
-1.305200,0.170977,0
-1.356099,0.285361,0
-1.405216,0.354154,0
-1.398342,0.313478,0
-1.357707,0.240741,0
-1.299396,0.153873,0
-1.361949,0.106012,0
-1.462476,0.169536,0
-1.536510,0.251830,0
-1.543900,0.317728,0
-1.491397,0.270108,0
-1.536402,0.199676,0
-1.647665,0.207546,0
-1.618726,0.228684,0
-1.464881,0.226200,0
-1.238228,0.171358,0
-1.040448,0.136124,0
-1.042056,0.275170,0
-1.182972,0.383646,0
-1.382058,0.427385,0
-1.407871,0.367940,0
-1.386394,0.352166,0
-1.381613,0.399215,0
-1.353632,0.364494,0
-1.286737,0.308212,0
-1.209474,0.223947,0
-1.163642,0.239629,0
-1.167377,0.270258,0
-1.265862,0.241936,0
-1.375365,0.175620,0
-1.477984,0.065935,0
-1.552876,0.085198,0
-1.552081,0.035242,0
-1.450209,0.002627,0
-1.364978,-0.064312,0
-1.356137,-0.028824,0
-1.411033,0.089691,0
-1.467048,0.152111,0
-1.494554,0.168350,0
-1.490682,0.158289,0
-1.474332,0.143869,0
-1.531470,0.170995,0
-1.593841,0.133676,0
-1.657812,0.118823,0
-1.646335,0.164421,0
-1.687204,0.228319,0
-1.688514,0.293377,0
-1.630717,0.245361,0
-1.558472,0.257089,0
-1.493271,0.269348,0
-1.431974,0.305138,0
-1.391944,0.366283,0
-1.428137,0.332990,0
-1.501248,0.313775,0
-1.508471,0.184648,0
-1.436068,0.231778,0
-1.321410,0.257474,0
-1.221049,0.223070,0
-1.162514,0.168732,0
-1.212114,0.100279,0
-1.397396,0.105833,0
-1.443063,0.120398,0
-1.413188,0.130828,0
-1.299385,0.118943,0
-1.303932,0.156584,0
-1.351777,0.179114,0
-1.376448,0.255126,0
-1.416123,0.180036,0
-1.390280,0.171475,0
-1.419269,0.175865,0
-1.372568,0.195090,0
-1.375694,0.138884,0
-1.359171,0.187279,0
-1.293069,0.087281,0
-1.258500,0.174073,0
-1.217064,0.079839,0
-1.276029,0.120623,0
-1.241481,-0.093137,0
-1.338919,-0.170135,0
-1.414790,-0.173071,0
-1.432337,-0.000988,0
-1.399812,0.112945,0
-1.387206,0.099186,0
-1.359848,0.065807,0
-1.297221,-0.046684,0
-1.251723,0.037645,0
-1.229888,0.097867,0
-1.196191,0.201922,0
-1.207702,0.105093,0
-1.316866,0.127150,0
-1.272216,0.031397,0
-1.162378,0.124999,0
-1.095089,-0.007126,0
-1.200751,0.087707,0
-1.365748,0.169063,0
-1.401527,0.268937,0
-1.484390,0.185593,0
-1.483890,0.105448,0
-1.418656,0.011306,0
-1.204538,-0.010813,0
-1.092035,0.126932,0
-1.113877,0.136002,0
-1.217528,0.238446,0
-1.238150,0.060051,0
-1.232039,0.091252,0
-1.132934,-0.116311,0
-1.030743,-0.055399,0
-0.972165,-0.067046,0
-1.001384,0.128178,0
-1.153604,0.131201,0
-1.351235,0.114345,0
-1.469397,-0.003747,0
-1.547424,-0.045114,0
-1.598000,0.039320,0
-1.621816,0.215305,0
-1.494476,0.413665,0
-1.429461,0.406822,0
-1.460475,0.260919,0
-1.437335,0.184477,0
-1.328646,0.247405,0
-1.085825,0.129759,0
-0.786629,-0.177339,2
-0.481958,-0.637417,2
-0.254415,-0.700267,2
-0.322055,-0.519208,2
-0.551057,-0.220343,2
-0.964527,0.066171,0
-1.325103,0.091600,0
-1.530549,0.400681,0
-1.551893,0.429127,0
-1.550186,0.457758,0
-1.439444,0.312408,0
-1.516374,0.477108,0
-1.524701,0.605447,0
-1.562519,0.638502,0
-1.480081,0.420084,0
-1.438119,0.252141,0
-1.429465,0.194050,0
-1.398796,0.217785,0
-1.419001,0.272637,0
-1.522211,0.290191,0
-1.585695,0.368327,0
-1.594934,0.472556,0
-1.499104,0.451081,0
-1.433225,0.421167,0
-1.429846,0.346593,0
-1.442177,0.299240,0
-1.411587,0.474648,0
-1.351057,0.300881,0
-1.348927,0.341033,0
-1.396528,0.194746,0
-1.351729,0.334645,0
-1.099513,0.116935,0
-0.876955,-0.067946,0
-0.954065,-0.155283,0
-1.156331,-0.087736,0
-1.378370,0.002694,0
-1.422562,0.055084,0
-1.372690,0.086290,0
-1.411281,-0.011013,0
-1.578938,0.002421,0
-1.663908,0.032719,0
-1.615992,0.115648,0
-1.462981,0.091553,0
-1.394905,0.132704,0
-1.484654,0.058518,0
-1.496753,-0.019238,0
-1.593819,-0.040440,0
-1.523927,-0.027744,0
-1.423558,0.045707,0
-1.339248,0.096533,0
-1.397951,0.231668,0
-1.415094,0.281331,0
-1.320427,0.200446,0
-1.330414,0.172746,0
-1.395899,0.190226,0
-1.458537,0.132834,0
-1.392365,0.147754,0
-1.327697,0.011216,0
-1.257235,0.133546,0
-1.173113,0.089901,0
-1.191488,0.217438,0
